Area,Area.1,Area.2,Price,Change,Equi to US$,Price Chart,date
South China,Guangxi,Fangcheng,17000.0,0.0,2367,,2023-06-21
South China,Guangxi,Nanning,17000.0,0.0,2367,,2023-06-21
Southwest China,Sichuan,Chengdu,17100.0,0.0,2381,,2023-06-21
Southwest China,Yunnan,Kunming,17500.0,0.0,2437,,2023-06-21
Northeast China,Heilongjiang,Harbin,17700.0,500.0,2460,,2023-06-25
Northeast China,Jilin,Changchun,17650.0,500.0,2453,,2023-06-25
Northeast China,Liaoning,Shengyang,17600.0,500.0,2446,,2023-06-25
Northeast China,Liaoning,Dalian,17500.0,500.0,2432,,2023-06-25
North China,Hebei,Shijiazhuang,17500.0,500.0,2432,,2023-06-25
North China,Henan,Zhengzhou,17500.0,500.0,2432,,2023-06-25
North China,Shandong,Qingdao,17500.0,500.0,2432,,2023-06-25
North China,Tianjin,Tianjin,17500.0,500.0,2432,,2023-06-25
Central China,Hubei,Wuhan,17500.0,500.0,2432,,2023-06-25
Central China,Jiangxi,Nanchang,17500.0,500.0,2432,,2023-06-25
East China,Anhui,Hefei,17500.0,500.0,2432,,2023-06-25
East China,Jiangsu,Nanjing,17500.0,500.0,2432,,2023-06-25
East China,Shanghai,Shanghai,17500.0,0.0,2432,,2023-06-25
East China,Zhejiang,Ningbo,17500.0,500.0,2432,,2023-06-25
Northwest China,Gansu,Lanzhou,18000.0,500.0,2502,,2023-06-25
Northwest China,Xinjiang,Urumqi,18100.0,500.0,2515,,2023-06-25
South China,Fujian,FUzhou,17500.0,500.0,2432,,2023-06-25
South China,Guangdong,Zhanjiang,17500.0,500.0,2432,,2023-06-25
South China,Guangdong,Huangpu,17500.0,500.0,2432,,2023-06-25
South China,Guangxi,Fangcheng,17500.0,500.0,2432,,2023-06-25
South China,Guangxi,Nanning,17500.0,500.0,2432,,2023-06-25
Southwest China,Sichuan,Chengdu,17600.0,500.0,2446,,2023-06-25
Southwest China,Yunnan,Kunming,18000.0,500.0,2502,,2023-06-25
Northeast China,Heilongjiang,Harbin,17700.0,0.0,2453,,2023-06-26
Northeast China,Jilin,Changchun,17650.0,0.0,2446,,2023-06-26
Northeast China,Liaoning,Shengyang,17600.0,0.0,2439,,2023-06-26
Northeast China,Liaoning,Dalian,17500.0,0.0,2425,,2023-06-26
North China,Hebei,Shijiazhuang,17500.0,0.0,2425,,2023-06-26
North China,Henan,Zhengzhou,17500.0,0.0,2425,,2023-06-26
North China,Shandong,Qingdao,17500.0,0.0,2425,,2023-06-26
North China,Tianjin,Tianjin,17500.0,0.0,2425,,2023-06-26
Central China,Hubei,Wuhan,17500.0,0.0,2425,,2023-06-26
Central China,Jiangxi,Nanchang,17500.0,0.0,2425,,2023-06-26
East China,Anhui,Hefei,17500.0,0.0,2425,,2023-06-26
East China,Jiangsu,Nanjing,17500.0,0.0,2425,,2023-06-26
East China,Shanghai,Shanghai,17500.0,0.0,2425,,2023-06-26
East China,Zhejiang,Ningbo,17500.0,0.0,2425,,2023-06-26
Northwest China,Gansu,Lanzhou,18000.0,0.0,2495,,2023-06-26
Northwest China,Xinjiang,Urumqi,18100.0,0.0,2508,,2023-06-26
South China,Fujian,FUzhou,17500.0,0.0,2425,,2023-06-26
South China,Guangdong,Zhanjiang,17500.0,0.0,2425,,2023-06-26
South China,Guangdong,Huangpu,17500.0,0.0,2425,,2023-06-26
South China,Guangxi,Fangcheng,17500.0,0.0,2425,,2023-06-26
South China,Guangxi,Nanning,17500.0,0.0,2425,,2023-06-26
Southwest China,Sichuan,Chengdu,17600.0,0.0,2439,,2023-06-26
Southwest China,Yunnan,Kunming,18000.0,0.0,2495,,2023-06-26
Northeast China,Heilongjiang,Harbin,17700.0,0.0,2443,,2023-06-27
Northeast China,Jilin,Changchun,17650.0,0.0,2436,,2023-06-27
Northeast China,Liaoning,Shengyang,17600.0,0.0,2429,,2023-06-27
Northeast China,Liaoning,Dalian,17500.0,0.0,2415,,2023-06-27
North China,Hebei,Shijiazhuang,17500.0,0.0,2415,,2023-06-27
North China,Henan,Zhengzhou,17500.0,0.0,2415,,2023-06-27
North China,Shandong,Qingdao,17500.0,0.0,2415,,2023-06-27
North China,Tianjin,Tianjin,17500.0,0.0,2415,,2023-06-27
Central China,Hubei,Wuhan,17500.0,0.0,2415,,2023-06-27
Central China,Jiangxi,Nanchang,17500.0,0.0,2415,,2023-06-27
East China,Anhui,Hefei,17500.0,0.0,2415,,2023-06-27
East China,Jiangsu,Nanjing,17500.0,0.0,2415,,2023-06-27
East China,Shanghai,Shanghai,17500.0,0.0,2415,,2023-06-27
East China,Zhejiang,Ningbo,17500.0,0.0,2415,,2023-06-27
Northwest China,Gansu,Lanzhou,18000.0,0.0,2484,,2023-06-27
Northwest China,Xinjiang,Urumqi,18100.0,0.0,2498,,2023-06-27
South China,Fujian,FUzhou,17500.0,0.0,2415,,2023-06-27
South China,Guangdong,Zhanjiang,17500.0,0.0,2415,,2023-06-27
South China,Guangdong,Huangpu,17500.0,0.0,2415,,2023-06-27
South China,Guangxi,Fangcheng,17500.0,0.0,2415,,2023-06-27
South China,Guangxi,Nanning,17500.0,0.0,2415,,2023-06-27
Southwest China,Sichuan,Chengdu,17600.0,0.0,2429,,2023-06-27
Southwest China,Yunnan,Kunming,18000.0,0.0,2484,,2023-06-27
Northeast China,Heilongjiang,Harbin,18200.0,500.0,2519,,2023-06-28
Northeast China,Jilin,Changchun,18150.0,500.0,2512,,2023-06-28
Northeast China,Liaoning,Shengyang,18100.0,500.0,2505,,2023-06-28
Northeast China,Liaoning,Dalian,18000.0,500.0,2491,,2023-06-28
North China,Hebei,Shijiazhuang,18000.0,500.0,2491,,2023-06-28
North China,Henan,Zhengzhou,18000.0,500.0,2491,,2023-06-28
North China,Shandong,Qingdao,18000.0,500.0,2491,,2023-06-28
North China,Tianjin,Tianjin,18000.0,500.0,2491,,2023-06-28
Central China,Hubei,Wuhan,18000.0,500.0,2491,,2023-06-28
Central China,Jiangxi,Nanchang,18000.0,500.0,2491,,2023-06-28
East China,Anhui,Hefei,18000.0,500.0,2491,,2023-06-28
East China,Jiangsu,Nanjing,18000.0,500.0,2491,,2023-06-28
East China,Shanghai,Shanghai,18000.0,500.0,2491,,2023-06-28
East China,Zhejiang,Ningbo,18000.0,500.0,2491,,2023-06-28
Northwest China,Gansu,Lanzhou,18500.0,500.0,2560,,2023-06-28
Northwest China,Xinjiang,Urumqi,18600.0,500.0,2574,,2023-06-28
South China,Fujian,FUzhou,18000.0,500.0,2491,,2023-06-28
South China,Guangdong,Zhanjiang,18000.0,500.0,2491,,2023-06-28
South China,Guangdong,Huangpu,18000.0,500.0,2491,,2023-06-28
South China,Guangxi,Fangcheng,18000.0,500.0,2491,,2023-06-28
South China,Guangxi,Nanning,18000.0,500.0,2491,,2023-06-28
Southwest China,Sichuan,Chengdu,18100.0,500.0,2505,,2023-06-28
Southwest China,Yunnan,Kunming,18500.0,500.0,2560,,2023-06-28
Northeast China,Heilongjiang,Harbin,18200.0,0.0,2513,,2023-06-29
Northeast China,Jilin,Changchun,18150.0,0.0,2506,,2023-06-29
Northeast China,Liaoning,Shengyang,18100.0,0.0,2499,,2023-06-29
Northeast China,Liaoning,Dalian,18000.0,0.0,2485,,2023-06-29
North China,Hebei,Shijiazhuang,18000.0,0.0,2485,,2023-06-29
North China,Henan,Zhengzhou,18000.0,0.0,2485,,2023-06-29
North China,Shandong,Qingdao,18000.0,0.0,2485,,2023-06-29
North China,Tianjin,Tianjin,18000.0,0.0,2485,,2023-06-29
Central China,Hubei,Wuhan,18000.0,0.0,2485,,2023-06-29
Central China,Jiangxi,Nanchang,18000.0,0.0,2485,,2023-06-29
East China,Anhui,Hefei,18000.0,0.0,2485,,2023-06-29
East China,Jiangsu,Nanjing,18000.0,0.0,2485,,2023-06-29
East China,Shanghai,Shanghai,18000.0,0.0,2485,,2023-06-29
East China,Zhejiang,Ningbo,18000.0,0.0,2485,,2023-06-29
Northwest China,Gansu,Lanzhou,18500.0,0.0,2554,,2023-06-29
Northwest China,Xinjiang,Urumqi,18600.0,0.0,2568,,2023-06-29
South China,Fujian,FUzhou,18000.0,0.0,2485,,2023-06-29
South China,Guangdong,Zhanjiang,18000.0,0.0,2485,,2023-06-29
South China,Guangdong,Huangpu,18000.0,0.0,2485,,2023-06-29
South China,Guangxi,Fangcheng,18000.0,0.0,2485,,2023-06-29
South China,Guangxi,Nanning,18000.0,0.0,2485,,2023-06-29
Southwest China,Sichuan,Chengdu,18100.0,0.0,2499,,2023-06-29
Southwest China,Yunnan,Kunming,18500.0,0.0,2554,,2023-06-29
Northeast China,Heilongjiang,Harbin,18200.0,0.0,2504,,2023-06-30
Northeast China,Jilin,Changchun,18150.0,0.0,2497,,2023-06-30
Northeast China,Liaoning,Shengyang,18100.0,0.0,2491,,2023-06-30
Northeast China,Liaoning,Dalian,18000.0,0.0,2477,,2023-06-30
North China,Hebei,Shijiazhuang,18000.0,0.0,2477,,2023-06-30
North China,Henan,Zhengzhou,18000.0,0.0,2477,,2023-06-30
North China,Shandong,Qingdao,18000.0,0.0,2477,,2023-06-30
North China,Tianjin,Tianjin,18000.0,0.0,2477,,2023-06-30
Central China,Hubei,Wuhan,18000.0,0.0,2477,,2023-06-30
Central China,Jiangxi,Nanchang,18000.0,0.0,2477,,2023-06-30
East China,Anhui,Hefei,18000.0,0.0,2477,,2023-06-30
East China,Jiangsu,Nanjing,18000.0,0.0,2477,,2023-06-30
East China,Shanghai,Shanghai,18000.0,0.0,2477,,2023-06-30
East China,Zhejiang,Ningbo,18000.0,0.0,2477,,2023-06-30
Northwest China,Gansu,Lanzhou,18500.0,0.0,2546,,2023-06-30
Northwest China,Xinjiang,Urumqi,18600.0,0.0,2559,,2023-06-30
South China,Fujian,FUzhou,18000.0,0.0,2477,,2023-06-30
South China,Guangdong,Zhanjiang,18000.0,0.0,2477,,2023-06-30
South China,Guangdong,Huangpu,18000.0,0.0,2477,,2023-06-30
South China,Guangxi,Fangcheng,18000.0,0.0,2477,,2023-06-30
South China,Guangxi,Nanning,18000.0,0.0,2477,,2023-06-30
Southwest China,Sichuan,Chengdu,18100.0,0.0,2491,,2023-06-30
Southwest China,Yunnan,Kunming,18500.0,0.0,2546,,2023-06-30
Northeast China,Heilongjiang,Harbin,18200.0,0.0,2504,,2023-07-03
Northeast China,Jilin,Changchun,18150.0,0.0,2497,,2023-07-03
Northeast China,Liaoning,Shengyang,18100.0,0.0,2491,,2023-07-03
Northeast China,Liaoning,Dalian,18000.0,0.0,2477,,2023-07-03
North China,Hebei,Shijiazhuang,18000.0,0.0,2477,,2023-07-03
North China,Henan,Zhengzhou,18000.0,0.0,2477,,2023-07-03
North China,Shandong,Qingdao,18000.0,0.0,2477,,2023-07-03
North China,Tianjin,Tianjin,18000.0,0.0,2477,,2023-07-03
Central China,Hubei,Wuhan,18000.0,0.0,2477,,2023-07-03
Central China,Jiangxi,Nanchang,18000.0,0.0,2477,,2023-07-03
East China,Anhui,Hefei,18000.0,0.0,2477,,2023-07-03
East China,Jiangsu,Nanjing,18000.0,0.0,2477,,2023-07-03
East China,Shanghai,Shanghai,18000.0,0.0,2477,,2023-07-03
East China,Zhejiang,Ningbo,18000.0,0.0,2477,,2023-07-03
Northwest China,Gansu,Lanzhou,18500.0,0.0,2546,,2023-07-03
Northwest China,Xinjiang,Urumqi,18600.0,0.0,2559,,2023-07-03
South China,Fujian,FUzhou,18000.0,0.0,2477,,2023-07-03
South China,Guangdong,Zhanjiang,18000.0,0.0,2477,,2023-07-03
South China,Guangdong,Huangpu,18000.0,0.0,2477,,2023-07-03
South China,Guangxi,Fangcheng,18000.0,0.0,2477,,2023-07-03
South China,Guangxi,Nanning,18000.0,0.0,2477,,2023-07-03
Southwest China,Sichuan,Chengdu,18100.0,0.0,2491,,2023-07-03
Southwest China,Yunnan,Kunming,18500.0,0.0,2546,,2023-07-03
Northeast China,Heilongjiang,Harbin,18700.0,500.0,2578,,2023-07-04
Northeast China,Jilin,Changchun,18650.0,500.0,2571,,2023-07-04
Northeast China,Liaoning,Shengyang,18600.0,500.0,2564,,2023-07-04
Northeast China,Liaoning,Dalian,18500.0,500.0,2550,,2023-07-04
North China,Hebei,Shijiazhuang,18000.0,0.0,2481,,2023-07-04
North China,Henan,Zhengzhou,18500.0,500.0,2550,,2023-07-04
North China,Shandong,Qingdao,18500.0,500.0,2550,,2023-07-04
North China,Tianjin,Tianjin,18000.0,0.0,2481,,2023-07-04
Central China,Hubei,Wuhan,18500.0,500.0,2550,,2023-07-04
Central China,Jiangxi,Nanchang,18500.0,500.0,2550,,2023-07-04
East China,Anhui,Hefei,18500.0,500.0,2550,,2023-07-04
East China,Jiangsu,Nanjing,18500.0,500.0,2550,,2023-07-04
East China,Shanghai,Shanghai,18500.0,500.0,2550,,2023-07-04
East China,Zhejiang,Ningbo,18500.0,500.0,2550,,2023-07-04
Northwest China,Gansu,Lanzhou,19000.0,500.0,2619,,2023-07-04
Northwest China,Xinjiang,Urumqi,19100.0,500.0,2633,,2023-07-04
South China,Fujian,FUzhou,18500.0,500.0,2550,,2023-07-04
South China,Guangdong,Zhanjiang,18500.0,500.0,2550,,2023-07-04
South China,Guangdong,Huangpu,18500.0,500.0,2550,,2023-07-04
South China,Guangxi,Fangcheng,18500.0,500.0,2550,,2023-07-04
South China,Guangxi,Nanning,18500.0,500.0,2550,,2023-07-04
Southwest China,Sichuan,Chengdu,18600.0,500.0,2564,,2023-07-04
Southwest China,Yunnan,Kunming,19000.0,500.0,2619,,2023-07-04
Northeast China,Heilongjiang,Harbin,18700.0,0.0,2586,,2023-07-05
Northeast China,Jilin,Changchun,18650.0,0.0,2579,,2023-07-05
Northeast China,Liaoning,Shengyang,18600.0,0.0,2572,,2023-07-05
Northeast China,Liaoning,Dalian,18500.0,0.0,2558,,2023-07-05
North China,Hebei,Shijiazhuang,18500.0,500.0,2558,,2023-07-05
North China,Henan,Zhengzhou,18500.0,0.0,2558,,2023-07-05
North China,Shandong,Qingdao,18500.0,0.0,2558,,2023-07-05
North China,Tianjin,Tianjin,18500.0,500.0,2558,,2023-07-05
Central China,Hubei,Wuhan,18500.0,0.0,2558,,2023-07-05
Central China,Jiangxi,Nanchang,18500.0,0.0,2558,,2023-07-05
East China,Anhui,Hefei,18500.0,0.0,2558,,2023-07-05
East China,Jiangsu,Nanjing,18500.0,0.0,2558,,2023-07-05
East China,Shanghai,Shanghai,18500.0,0.0,2558,,2023-07-05
East China,Zhejiang,Ningbo,18500.0,0.0,2558,,2023-07-05
Northwest China,Gansu,Lanzhou,19000.0,0.0,2628,,2023-07-05
Northwest China,Xinjiang,Urumqi,19100.0,0.0,2641,,2023-07-05
South China,Fujian,FUzhou,18500.0,0.0,2558,,2023-07-05
South China,Guangdong,Zhanjiang,18500.0,0.0,2558,,2023-07-05
South China,Guangdong,Huangpu,18500.0,0.0,2558,,2023-07-05
South China,Guangxi,Fangcheng,18500.0,0.0,2558,,2023-07-05
South China,Guangxi,Nanning,18500.0,0.0,2558,,2023-07-05
Southwest China,Sichuan,Chengdu,18600.0,0.0,2572,,2023-07-05
Southwest China,Yunnan,Kunming,19000.0,0.0,2628,,2023-07-05
Northeast China,Heilongjiang,Harbin,18700.0,0.0,2575,,2023-07-06
Northeast China,Jilin,Changchun,18650.0,0.0,2568,,2023-07-06
Northeast China,Liaoning,Shengyang,18600.0,0.0,2561,,2023-07-06
Northeast China,Liaoning,Dalian,18500.0,0.0,2547,,2023-07-06
North China,Hebei,Shijiazhuang,18500.0,0.0,2547,,2023-07-06
North China,Henan,Zhengzhou,18500.0,0.0,2547,,2023-07-06
North China,Shandong,Qingdao,18500.0,0.0,2547,,2023-07-06
North China,Tianjin,Tianjin,18500.0,0.0,2547,,2023-07-06
Central China,Hubei,Wuhan,18500.0,0.0,2547,,2023-07-06
Central China,Jiangxi,Nanchang,18500.0,0.0,2547,,2023-07-06
East China,Anhui,Hefei,18500.0,0.0,2547,,2023-07-06
East China,Jiangsu,Nanjing,18500.0,0.0,2547,,2023-07-06
East China,Shanghai,Shanghai,18500.0,0.0,2547,,2023-07-06
East China,Zhejiang,Ningbo,18500.0,0.0,2547,,2023-07-06
Northwest China,Gansu,Lanzhou,19000.0,0.0,2616,,2023-07-06
Northwest China,Xinjiang,Urumqi,19100.0,0.0,2630,,2023-07-06
South China,Fujian,FUzhou,18500.0,0.0,2547,,2023-07-06
South China,Guangdong,Zhanjiang,18500.0,0.0,2547,,2023-07-06
South China,Guangdong,Huangpu,18500.0,0.0,2547,,2023-07-06
South China,Guangxi,Fangcheng,18500.0,0.0,2547,,2023-07-06
South China,Guangxi,Nanning,18500.0,0.0,2547,,2023-07-06
Southwest China,Sichuan,Chengdu,18600.0,0.0,2561,,2023-07-06
Southwest China,Yunnan,Kunming,19000.0,0.0,2616,,2023-07-06
Northeast China,Heilongjiang,Harbin,18700.0,0.0,2578,,2023-07-07
Northeast China,Jilin,Changchun,18650.0,0.0,2571,,2023-07-07
Northeast China,Liaoning,Shengyang,18600.0,0.0,2564,,2023-07-07
Northeast China,Liaoning,Dalian,18500.0,0.0,2550,,2023-07-07
North China,Hebei,Shijiazhuang,18500.0,0.0,2550,,2023-07-07
North China,Henan,Zhengzhou,18500.0,0.0,2550,,2023-07-07
North China,Shandong,Qingdao,18500.0,0.0,2550,,2023-07-07
North China,Tianjin,Tianjin,18500.0,0.0,2550,,2023-07-07
Central China,Hubei,Wuhan,18500.0,0.0,2550,,2023-07-07
Central China,Jiangxi,Nanchang,18500.0,0.0,2550,,2023-07-07
East China,Anhui,Hefei,18500.0,0.0,2550,,2023-07-07
East China,Jiangsu,Nanjing,18500.0,0.0,2550,,2023-07-07
East China,Shanghai,Shanghai,18500.0,0.0,2550,,2023-07-07
East China,Zhejiang,Ningbo,18500.0,0.0,2550,,2023-07-07
Northwest China,Gansu,Lanzhou,19000.0,0.0,2619,,2023-07-07
Northwest China,Xinjiang,Urumqi,19100.0,0.0,2633,,2023-07-07
South China,Fujian,FUzhou,18500.0,0.0,2550,,2023-07-07
South China,Guangdong,Zhanjiang,18500.0,0.0,2550,,2023-07-07
South China,Guangdong,Huangpu,18500.0,0.0,2550,,2023-07-07
South China,Guangxi,Fangcheng,18500.0,0.0,2550,,2023-07-07
South China,Guangxi,Nanning,18500.0,0.0,2550,,2023-07-07
Southwest China,Sichuan,Chengdu,18600.0,0.0,2564,,2023-07-07
Southwest China,Yunnan,Kunming,19000.0,0.0,2619,,2023-07-07
Northeast China,Heilongjiang,Harbin,18700.0,0.0,2585,,2023-07-10
Northeast China,Jilin,Changchun,18650.0,0.0,2578,,2023-07-10
Northeast China,Liaoning,Shengyang,18600.0,0.0,2571,,2023-07-10
Northeast China,Liaoning,Dalian,18500.0,0.0,2557,,2023-07-10
North China,Hebei,Shijiazhuang,18500.0,0.0,2557,,2023-07-10
North China,Henan,Zhengzhou,18500.0,0.0,2557,,2023-07-10
North China,Shandong,Qingdao,18500.0,0.0,2557,,2023-07-10
North China,Tianjin,Tianjin,18500.0,0.0,2557,,2023-07-10
Central China,Hubei,Wuhan,18500.0,0.0,2557,,2023-07-10
Central China,Jiangxi,Nanchang,18500.0,0.0,2557,,2023-07-10
East China,Anhui,Hefei,18500.0,0.0,2557,,2023-07-10
East China,Jiangsu,Nanjing,18500.0,0.0,2557,,2023-07-10
East China,Shanghai,Shanghai,18500.0,0.0,2557,,2023-07-10
East China,Zhejiang,Ningbo,18500.0,0.0,2557,,2023-07-10
Northwest China,Gansu,Lanzhou,19000.0,0.0,2627,,2023-07-10
Northwest China,Xinjiang,Urumqi,19100.0,0.0,2640,,2023-07-10
South China,Fujian,FUzhou,18500.0,0.0,2557,,2023-07-10
South China,Guangdong,Zhanjiang,18500.0,0.0,2557,,2023-07-10
South China,Guangdong,Huangpu,18500.0,0.0,2557,,2023-07-10
South China,Guangxi,Fangcheng,18500.0,0.0,2557,,2023-07-10
South China,Guangxi,Nanning,18500.0,0.0,2557,,2023-07-10
Southwest China,Sichuan,Chengdu,18600.0,0.0,2571,,2023-07-10
Southwest China,Yunnan,Kunming,19000.0,0.0,2627,,2023-07-10
Northeast China,Heilongjiang,Harbin,18700.0,0.0,2587,,2023-07-11
Northeast China,Jilin,Changchun,18650.0,0.0,2580,,2023-07-11
Northeast China,Liaoning,Shengyang,18600.0,0.0,2573,,2023-07-11
Northeast China,Liaoning,Dalian,18500.0,0.0,2559,,2023-07-11
North China,Hebei,Shijiazhuang,18500.0,0.0,2559,,2023-07-11
North China,Henan,Zhengzhou,18500.0,0.0,2559,,2023-07-11
North China,Shandong,Qingdao,18500.0,0.0,2559,,2023-07-11
North China,Tianjin,Tianjin,18500.0,0.0,2559,,2023-07-11
Central China,Hubei,Wuhan,18500.0,0.0,2559,,2023-07-11
Central China,Jiangxi,Nanchang,18500.0,0.0,2559,,2023-07-11
East China,Anhui,Hefei,18500.0,0.0,2559,,2023-07-11
East China,Jiangsu,Nanjing,18500.0,0.0,2559,,2023-07-11
East China,Shanghai,Shanghai,18500.0,0.0,2559,,2023-07-11
East China,Zhejiang,Ningbo,18500.0,0.0,2559,,2023-07-11
Northwest China,Gansu,Lanzhou,19000.0,0.0,2628,,2023-07-11
Northwest China,Xinjiang,Urumqi,19100.0,0.0,2642,,2023-07-11
South China,Fujian,FUzhou,18500.0,0.0,2559,,2023-07-11
South China,Guangdong,Zhanjiang,18500.0,0.0,2559,,2023-07-11
South China,Guangdong,Huangpu,18500.0,0.0,2559,,2023-07-11
South China,Guangxi,Fangcheng,18500.0,0.0,2559,,2023-07-11
South China,Guangxi,Nanning,18500.0,0.0,2559,,2023-07-11
Southwest China,Sichuan,Chengdu,18600.0,0.0,2573,,2023-07-11
Southwest China,Yunnan,Kunming,19000.0,0.0,2628,,2023-07-11
Northeast China,Heilongjiang,Harbin,18700.0,0.0,2592,,2023-07-12
Northeast China,Jilin,Changchun,18650.0,0.0,2585,,2023-07-12
Northeast China,Liaoning,Shengyang,18600.0,0.0,2578,,2023-07-12
Northeast China,Liaoning,Dalian,18500.0,0.0,2564,,2023-07-12
North China,Hebei,Shijiazhuang,18500.0,0.0,2564,,2023-07-12
North China,Henan,Zhengzhou,18500.0,0.0,2564,,2023-07-12
North China,Shandong,Qingdao,18500.0,0.0,2564,,2023-07-12
North China,Tianjin,Tianjin,18500.0,0.0,2564,,2023-07-12
Central China,Hubei,Wuhan,18500.0,0.0,2564,,2023-07-12
Central China,Jiangxi,Nanchang,18500.0,0.0,2564,,2023-07-12
East China,Anhui,Hefei,18500.0,0.0,2564,,2023-07-12
East China,Jiangsu,Nanjing,18500.0,0.0,2564,,2023-07-12
East China,Shanghai,Shanghai,18500.0,0.0,2564,,2023-07-12
East China,Zhejiang,Ningbo,18500.0,0.0,2564,,2023-07-12
Northwest China,Gansu,Lanzhou,19000.0,0.0,2634,,2023-07-12
Northwest China,Xinjiang,Urumqi,19100.0,0.0,2648,,2023-07-12
South China,Fujian,FUzhou,18500.0,0.0,2564,,2023-07-12
South China,Guangdong,Zhanjiang,18500.0,0.0,2564,,2023-07-12
South China,Guangdong,Huangpu,18500.0,0.0,2564,,2023-07-12
South China,Guangxi,Fangcheng,18500.0,0.0,2564,,2023-07-12
South China,Guangxi,Nanning,18500.0,0.0,2564,,2023-07-12
Southwest China,Sichuan,Chengdu,18600.0,0.0,2578,,2023-07-12
Southwest China,Yunnan,Kunming,19000.0,0.0,2634,,2023-07-12
Northeast China,Heilongjiang,Harbin,19200.0,500.0,2679,,2023-07-13
Northeast China,Jilin,Changchun,19150.0,500.0,2672,,2023-07-13
Northeast China,Liaoning,Shengyang,19100.0,500.0,2665,,2023-07-13
Northeast China,Liaoning,Dalian,19000.0,500.0,2651,,2023-07-13
North China,Hebei,Shijiazhuang,19000.0,500.0,2651,,2023-07-13
North China,Henan,Zhengzhou,19000.0,500.0,2651,,2023-07-13
North China,Shandong,Qingdao,19000.0,500.0,2651,,2023-07-13
North China,Tianjin,Tianjin,19000.0,500.0,2651,,2023-07-13
Central China,Hubei,Wuhan,19000.0,500.0,2651,,2023-07-13
Central China,Jiangxi,Nanchang,19000.0,500.0,2651,,2023-07-13
East China,Anhui,Hefei,19000.0,500.0,2651,,2023-07-13
East China,Jiangsu,Nanjing,19000.0,500.0,2651,,2023-07-13
East China,Shanghai,Shanghai,19000.0,500.0,2651,,2023-07-13
East China,Zhejiang,Ningbo,19000.0,500.0,2651,,2023-07-13
Northwest China,Gansu,Lanzhou,19500.0,500.0,2721,,2023-07-13
Northwest China,Xinjiang,Urumqi,19600.0,500.0,2735,,2023-07-13
South China,Fujian,FUzhou,19000.0,500.0,2651,,2023-07-13
South China,Guangdong,Zhanjiang,19000.0,500.0,2651,,2023-07-13
South China,Guangdong,Huangpu,19000.0,500.0,2651,,2023-07-13
South China,Guangxi,Fangcheng,19000.0,500.0,2651,,2023-07-13
South China,Guangxi,Nanning,19000.0,500.0,2651,,2023-07-13
Southwest China,Sichuan,Chengdu,19100.0,500.0,2665,,2023-07-13
Southwest China,Yunnan,Kunming,19500.0,500.0,2721,,2023-07-13
Northeast China,Heilongjiang,Harbin,19200.0,0.0,2685,,2023-07-14
Northeast China,Jilin,Changchun,19150.0,0.0,2678,,2023-07-14
Northeast China,Liaoning,Shengyang,19100.0,0.0,2671,,2023-07-14
Northeast China,Liaoning,Dalian,19000.0,0.0,2657,,2023-07-14
North China,Hebei,Shijiazhuang,19000.0,0.0,2657,,2023-07-14
North China,Henan,Zhengzhou,19000.0,0.0,2657,,2023-07-14
North China,Shandong,Qingdao,19000.0,0.0,2657,,2023-07-14
North China,Tianjin,Tianjin,19000.0,0.0,2657,,2023-07-14
Central China,Hubei,Wuhan,19000.0,0.0,2657,,2023-07-14
Central China,Jiangxi,Nanchang,19000.0,0.0,2657,,2023-07-14
East China,Anhui,Hefei,19000.0,0.0,2657,,2023-07-14
East China,Jiangsu,Nanjing,19000.0,0.0,2657,,2023-07-14
East China,Shanghai,Shanghai,19000.0,0.0,2657,,2023-07-14
East China,Zhejiang,Ningbo,19000.0,0.0,2657,,2023-07-14
Northwest China,Gansu,Lanzhou,19500.0,0.0,2727,,2023-07-14
Northwest China,Xinjiang,Urumqi,19600.0,0.0,2741,,2023-07-14
South China,Fujian,FUzhou,19000.0,0.0,2657,,2023-07-14
South China,Guangdong,Zhanjiang,19000.0,0.0,2657,,2023-07-14
South China,Guangdong,Huangpu,19000.0,0.0,2657,,2023-07-14
South China,Guangxi,Fangcheng,19000.0,0.0,2657,,2023-07-14
South China,Guangxi,Nanning,19000.0,0.0,2657,,2023-07-14
Southwest China,Sichuan,Chengdu,19100.0,0.0,2671,,2023-07-14
Southwest China,Yunnan,Kunming,19500.0,0.0,2727,,2023-07-14
Northeast China,Heilongjiang,Harbin,19200.0,0.0,2682,,2023-07-17
Northeast China,Jilin,Changchun,19150.0,0.0,2675,,2023-07-17
Northeast China,Liaoning,Shengyang,19100.0,0.0,2668,,2023-07-17
Northeast China,Liaoning,Dalian,19000.0,0.0,2654,,2023-07-17
North China,Hebei,Shijiazhuang,19000.0,0.0,2654,,2023-07-17
North China,Henan,Zhengzhou,19000.0,0.0,2654,,2023-07-17
North China,Shandong,Qingdao,19000.0,0.0,2654,,2023-07-17
North China,Tianjin,Tianjin,19000.0,0.0,2654,,2023-07-17
Central China,Hubei,Wuhan,19000.0,0.0,2654,,2023-07-17
Central China,Jiangxi,Nanchang,19000.0,0.0,2654,,2023-07-17
East China,Anhui,Hefei,19000.0,0.0,2654,,2023-07-17
East China,Jiangsu,Nanjing,19000.0,0.0,2654,,2023-07-17
East China,Shanghai,Shanghai,19000.0,0.0,2654,,2023-07-17
East China,Zhejiang,Ningbo,19000.0,0.0,2654,,2023-07-17
